59,-16,10
60,-15,10
60,-15,9
60,-16,10
60,-16,9
60,-15,9
60,-15,9
60,-16,10
60,-16,10
60,-15,10
59,-15,10
60,-15,9
59,-16,9
61,-16,10
59,-16,8
59,-15,9
60,-16,9
60,-15,10
59,-16,10
60,-15,10
61,-16,11
60,-16,10
59,-16,10
59,-15,10
59,-16,9
59,-16,9
60,-16,9
60,-16,9
60,-16,10
60,-16,10
60,-16,10
60,-16,9
60,-16,10
59,-16,9
59,-16,9
59,-16,8
61,-16,9
61,-17,9
61,-17,9
59,-16,9
57,-17,9
58,-17,11
58,-17,11
58,-17,9
63,-16,10
60,-16,11
53,-16,8
53,-17,3
67,-16,6
66,-17,7
62,-16,7
63,-13,8
60,-14,8
58,-15,7
59,-15,8
62,-15,6
61,-15,6
61,-15,6
61,-15,7
60,-15,7
60,-14,7
60,-15,7
60,-14,7
61,-15,7
61,-15,7
61,-15,7
61,-14,7
60,-14,7
61,-15,8
60,-15,8
60,-15,8
60,-14,7
60,-15,7
60,-15,7
60,-15,7
61,-15,7
61,-15,7
60,-15,8
60,-15,8
60,-14,8
60,-15,8
60,-15,8
61,-15,7
61,-14,7
60,-15,7
60,-15,7
60,-14,7
61,-15,8
61,-15,8
61,-15,8
60,-14,8
60,-14,8
60,-15,7
60,-15,7
61,-15,7
61,-14,8
61,-15,8
60,-15,8
60,-14,8
60,-14,7
60,-14,8
61,-15,7
60,-16,7
60,-14,8
62,-15,7
60,-15,10
60,-15,10
60,-15,6
59,-15,7
59,-15,7
59,-16,6
61,-15,8
61,-15,8
62,-16,7
61,-15,9
59,-14,4
60,-16,11
60,-16,14
59,-19,0
57,-18,-1
61,-15,1
59,-16,4
61,-17,4
59,-16,5
61,-15,3
63,-16,3
62,-17,3
60,-16,3
59,-16,2
58,-16,2
58,-16,3
59,-16,2
61,-16,0
60,-16,-2
60,-16,-5
63,-16,-7
63,-17,-8
62,-16,-9
62,-15,-8
61,-15,-6
59,-15,-6
60,-15,-6
59,-15,-7
58,-15,-7
61,-16,-11
63,-14,-11
61,-15,-16
60,-16,-15
58,-17,-15
56,-15,-16
58,-15,-16
60,-14,-12
61,-14,-11
61,-14,-12
63,-14,-12
64,-14,-11
61,-15,-12
58,-14,-13
58,-14,-12
59,-15,-11
59,-15,-12
61,-14,-13
61,-14,-13
59,-15,-12
62,-13,-11
61,-13,-13
56,-14,-15
55,-12,-14
58,-13,-19
60,-13,-21
60,-13,-21
58,-13,-23
59,-13,-23
59,-13,-25
59,-13,-25
57,-12,-24
55,-12,-24
59,-12,-23
57,-12,-23
57,-12,-24
58,-12,-23
56,-13,-23
56,-13,-23
58,-13,-24
59,-13,-23
58,-12,-22
58,-11,-22
58,-12,-23
58,-12,-22
57,-12,-24
58,-12,-23
58,-12,-23
59,-12,-21
58,-12,-21
58,-12,-21
58,-12,-22
58,-12,-22
58,-12,-22
58,-12,-22
59,-12,-20
56,-11,-21
59,-11,-18
60,-12,-18
59,-12,-19
59,-13,-23
58,-13,-24
56,-12,-23
55,-12,-26
56,-12,-24
58,-12,-24
58,-11,-24
58,-11,-25
59,-11,-25
58,-11,-25
52,-11,-26
54,-11,-27
50,-11,-27
51,-11,-32
52,-9,-35
50,-11,-40
53,-11,-40
48,-9,-44
44,-9,-48
46,-10,-48
43,-9,-48
42,-8,-46
47,-8,-46
45,-8,-47
44,-8,-45
43,-7,-46
40,-7,-48
41,-8,-47
41,-8,-48
40,-8,-50
40,-7,-47
39,-7,-48
41,-6,-48
46,-6,-46
52,-4,-45
51,-5,-44
45,-7,-42
42,-8,-44
43,-8,-45
45,-6,-46
45,-6,-47
45,-7,-45
45,-6,-45
45,-6,-45
44,-6,-45
45,-6,-45
45,-6,-46
45,-7,-46
44,-7,-45
45,-7,-45
45,-7,-45
45,-7,-45
46,-7,-45
45,-7,-45
44,-7,-45
44,-7,-44
45,-6,-45
45,-6,-45
45,-7,-45
45,-6,-45
44,-6,-45
44,-7,-45
45,-7,-45
45,-7,-45
44,-6,-45
44,-6,-46
45,-6,-46
45,-7,-46
44,-6,-45
44,-6,-45
44,-6,-46
44,-6,-45
44,-6,-45
44,-6,-48
44,-6,-46
44,-6,-45
44,-6,-45
44,-6,-46
44,-7,-45
44,-6,-46
44,-6,-45
45,-6,-44
42,-6,-45
45,-5,-45
45,-5,-46
42,-6,-47
42,-5,-47
40,-5,-49
40,-5,-52
41,-5,-50
40,-5,-51
41,-5,-50
41,-4,-50
41,-4,-48
40,-5,-48
41,-5,-48
41,-5,-50
40,-5,-48
40,-5,-48
41,-4,-48
40,-4,-48
40,-4,-53
41,-4,-50
40,-5,-50
39,-4,-50
40,-4,-50
40,-4,-50
39,-4,-50
40,-4,-50
40,-5,-50
40,-4,-50
40,-4,-50
41,-4,-49
40,-4,-50
40,-4,-50
41,-4,-49
41,-5,-50
41,-5,-49
41,-5,-49
41,-4,-49
41,-5,-50
41,-5,-50
42,-5,-50
41,-6,-49
47,-6,-46
51,-9,-42
54,-9,-40
58,-9,-35
61,-8,-22
58,-9,-22
55,-11,-19
59,-10,-5
57,-11,-4
57,-11,-3
60,-11,-2
62,-10,-1
61,-11,-3
62,-12,-4
63,-11,-5
63,-11,-4
62,-11,-4
60,-11,-5
61,-10,-3
62,-11,-4
63,-11,-5
61,-11,-5
62,-11,-5
62,-11,-5
61,-11,-5
62,-11,-5
62,-11,-4
62,-11,-4
61,-11,-4
61,-11,-4
62,-10,-3
62,-11,-3
61,-11,-4
63,-11,-4
63,-11,-4
61,-12,-4
62,-12,-4
61,-11,-3
61,-11,0
62,-11,-1
62,-12,-3
62,-12,-4
62,-12,-4
62,-12,-4
61,-12,-4
62,-12,-3
62,-11,-3
61,-12,-3
62,-12,-3
61,-12,-3
61,-12,-3
62,-12,-3
62,-11,-4
62,-12,-4
61,-12,-4
62,-12,-3
62,-12,-3
62,-12,-3
60,-12,-2
61,-12,-3
61,-12,-3
62,-12,-4
62,-12,-3
62,-12,-4
62,-12,-3
61,-12,-3
62,-12,-3
61,-12,-3
62,-12,-2
62,-12,-4
62,-12,-4
60,-11,-3
60,-12,-5
62,-11,-3
63,-12,-3
63,-12,-4
61,-12,-4
61,-12,-3
61,-12,-3
62,-12,-3
62,-12,-2
62,-12,-2
61,-12,-2
60,-12,-1
61,-12,0
59,-12,0
61,-12,-1
61,-12,-1
62,-13,-1
63,-13,-3
62,-12,-2
61,-12,-1
61,-12,-1
62,-12,-1
62,-12,0
61,-12,-2
61,-12,-3
61,-12,-2
62,-12,-1
62,-12,-1
62,-12,-1
62,-12,-2
60,-12,-2
61,-12,-2
60,-12,-1
62,-12,-4
63,-11,-6
63,-12,-4
61,-12,-6
62,-11,-5
63,-12,-4
62,-11,-3
61,-11,-3
61,-11,-3
60,-11,-3
60,-11,-4
61,-11,-4
62,-11,-6
62,-11,-6
62,-10,-4
63,-11,-4
63,-10,-5
61,-10,-4
61,-10,-5
62,-11,-5
62,-11,-5
61,-10,-5
61,-11,-4
62,-11,-4
62,-10,-4
62,-10,-5
62,-10,-4
61,-11,-4
61,-11,-5
61,-11,-5
62,-11,-5
61,-11,-4
62,-11,-5
62,-10,-4
62,-10,-4
62,-10,-4
62,-10,-5
62,-10,-5
61,-11,-4
62,-10,-4
62,-10,-5
62,-10,-5
62,-11,-6
62,-11,-3
60,-10,-2
62,-11,-5
63,-11,-5
61,-11,-4
62,-11,-6
61,-11,-6
61,-11,-6
61,-10,-6
62,-11,-6
62,-10,-6
62,-10,-6
61,-10,-6
61,-10,-6
62,-10,-6
62,-10,-6
62,-10,-6
62,-10,-7
61,-10,-7
61,-10,-7
61,-10,-6
61,-10,-6
61,-10,-7
61,-10,-8
61,-10,-8
62,-10,-10
62,-10,-10
63,-10,-10
62,-10,-9
61,-9,-9
61,-9,-9
61,-10,-9
61,-9,-10
61,-9,-9
62,-9,-10
62,-10,-11
62,-9,-10
61,-8,-11
61,-9,-11
61,-9,-12
61,-9,-12
62,-9,-11
61,-9,-10
61,-8,-11
61,-8,-11
61,-8,-12
61,-8,-13
62,-8,-12
61,-8,-13
61,-8,-12
61,-8,-12
61,-8,-13
61,-8,-12
62,-8,-13
61,-8,-12
61,-8,-12
61,-8,-12
62,-8,-12
61,-8,-12
61,-8,-12
61,-8,-13
61,-8,-13
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-13
61,-8,-12
61,-8,-12
61,-8,-13
61,-8,-12
61,-8,-13
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-13
61,-8,-13
61,-9,-12
61,-8,-12
62,-8,-12
61,-8,-12
61,-9,-13
61,-8,-13
61,-8,-12
61,-8,-13
61,-8,-13
61,-8,-13
61,-8,-12
61,-8,-12
61,-8,-12
61,-8,-13
61,-8,-13
61,-8,-13
61,-9,-12
61,-8,-13
61,-8,-13
61,-8,-13
61,-8,-13
61,-8,-13
62,-8,-13
62,-8,-13
61,-8,-13
61,-8,-13
61,-8,-13
61,-8,-13
61,-8,-14
64,-9,-11
74,-9,-12
62,-9,-9
62,-10,-5
58,-10,-7
59,-10,-4
61,-12,-4
60,-11,-5
61,-11,-2
60,-11,-5
61,-11,-6
63,-12,-4
62,-11,-6
62,-11,-5
62,-11,-4
61,-11,-5
61,-11,-5
61,-11,-4
64,-11,-5
63,-12,-4
62,-11,-3
61,-11,-4
61,-11,-3
62,-12,-3
60,-11,-5
61,-11,-4
62,-12,-3
62,-12,-3
62,-11,-3
62,-11,-3
61,-11,-4
61,-12,-4
61,-12,-4
62,-11,-3
61,-11,-3
61,-11,-4
62,-12,-4
61,-12,-4
61,-11,-4
62,-11,-4
62,-12,-4
62,-12,-3
62,-11,-4
61,-11,-4
61,-12,-4
61,-12,-4
61,-11,-4
61,-11,-4
62,-12,-4
62,-12,-4
61,-12,-4
62,-11,-4
61,-11,-4
61,-12,-4
61,-12,-4
62,-11,-3
62,-12,-4
62,-12,-4
62,-12,-4
61,-12,-4
61,-11,-4
61,-12,-4
62,-12,-4
62,-11,-5
62,-11,-4
61,-11,-4
61,-11,-4
61,-11,-4
61,-11,-4
61,-12,-4
62,-12,-4
61,-11,-4
61,-12,-4
61,-11,-4
62,-11,-5
61,-12,-5
61,-12,-4
61,-11,-4
62,-11,-4
62,-11,-4
62,-12,-4
61,-12,-4
61,-11,-5
61,-11,-4
61,-12,-5
62,-12,-5
62,-11,-5
62,-11,-4
61,-12,-4
61,-11,-5
61,-11,-4
61,-12,-5
62,-12,-5
62,-12,-4
61,-12,-5
62,-12,-5
61,-12,-5
61,-12,-5
62,-12,-5
62,-11,-4
62,-12,-5
61,-11,-5
61,-12,-4
61,-12,-5
61,-12,-5
62,-12,-5
62,-12,-4
61,-12,-4
61,-12,-5
61,-12,-4
61,-12,-5
62,-12,-5
61,-12,-5
62,-12,-5
62,-11,-4
61,-12,-5
61,-12,-5
61,-12,-5
61,-11,-5
62,-11,-5
62,-12,-5
61,-12,-5
61,-12,-5
61,-12,-5
61,-12,-5
62,-12,-4
62,-12,-6
61,-11,-5
61,-11,-5
61,-12,-5
61,-12,-4
62,-11,-5
62,-12,-5
62,-12,-5
62,-11,-5
62,-11,-5
61,-12,-5
61,-11,-4
62,-11,-5
62,-11,-5
62,-12,-4
61,-12,-5
61,-11,-5
61,-11,-5
62,-12,-5
61,-12,-5
62,-11,-5
62,-11,-5
61,-11,-5
61,-11,-5
61,-11,-5
61,-11,-5
61,-11,-5
62,-12,-5
61,-11,-5
61,-11,-5
61,-12,-5
61,-12,-5
61,-11,-5
62,-11,-4
62,-11,-5
61,-12,-5
61,-11,-5
61,-11,-5
61,-11,-5
61,-11,-5
62,-12,-5
62,-11,-5
61,-11,-5
61,-11,-5
61,-12,-5
61,-11,-5
62,-11,-5
62,-11,-5
62,-12,-4
61,-12,-5
62,-11,-5
61,-11,-5
61,-11,-5
61,-11,-5
62,-11,-4
62,-11,-5
62,-11,-4
62,-12,-4
61,-11,-5
61,-11,-5
60,-12,-5
53,-11,-11
54,-9,-7
62,-8,-14
67,-12,-23
67,-12,-23
63,-9,-23
60,-8,-22
57,-9,-18
57,-9,-18
58,-9,-18
61,-10,-18
61,-10,-19
60,-9,-20
59,-9,-20
59,-10,-18
60,-9,-18
60,-9,-18
60,-9,-18
60,-9,-19
59,-10,-19
59,-9,-19
59,-9,-19
60,-10,-18
60,-9,-18
60,-9,-19
60,-9,-19
60,-9,-18
59,-9,-18
59,-9,-18
60,-9,-18
60,-9,-18
60,-9,-18
60,-9,-18
60,-9,-19
60,-10,-19
60,-10,-18
64,-11,-16
63,-11,-17
61,-10,-12
58,-11,-11
58,-11,-9
58,-12,-8
59,-12,-7
61,-12,-7
61,-12,-7
62,-12,-6
61,-11,-7
61,-12,-6
61,-12,-7
61,-12,-7
62,-12,-6
62,-12,-7
61,-12,-7
61,-12,-7
61,-11,-7
60,-12,-7
60,-11,-8
61,-10,-7
63,-11,-6
64,-11,-7
61,-11,-9
60,-10,-11
60,-10,-9
62,-11,-10
61,-10,-12
63,-10,-11
64,-10,-12
61,-10,-12
60,-9,-11
60,-9,-10
57,-9,-13
58,-9,-13
63,-9,-12
64,-9,-14
63,-9,-16
60,-8,-15
59,-8,-15
59,-9,-14
60,-8,-13
63,-9,-15
61,-9,-15
61,-9,-15
61,-9,-13
63,-9,-14
60,-9,-14
61,-9,-11
65,-11,-10
62,-10,-10
58,-10,-10
60,-11,-6
61,-11,-6
61,-11,-5
59,-11,-5
60,-11,-3
62,-12,-3
62,-12,-3
62,-11,-5
62,-11,-4
60,-11,-5
62,-11,-4
62,-11,-3
62,-11,-5
62,-11,-5
62,-11,-4
61,-11,-5
62,-11,-5
62,-11,-5
62,-11,-5
61,-11,-4
62,-11,-4
61,-11,-5
62,-10,-4
63,-11,-4
62,-11,-5
62,-11,-5
62,-11,-5
58,-10,-5
55,-11,-9
58,-9,-8
59,-9,-11
69,-9,-9
69,-10,-12
63,-9,-14
58,-8,-13
58,-8,-11
59,-9,-11
61,-9,-11
63,-9,-13
62,-9,-15
61,-9,-15
61,-9,-14
60,-8,-14
61,-9,-13
61,-9,-13
61,-8,-14
60,-8,-14
60,-8,-14
61,-9,-14
62,-9,-15
61,-9,-15
60,-9,-15
60,-8,-15
61,-8,-15
60,-9,-15
62,-9,-15
61,-9,-15
60,-8,-15
61,-9,-15
61,-9,-15
63,-9,-15
63,-9,-12
62,-10,-11
63,-10,-12
61,-10,-11
61,-11,-4
62,-12,-3
61,-11,-3
59,-11,-3
59,-10,0
61,-11,0
61,-11,0
62,-11,-1
64,-10,-2
60,-11,-1
56,-10,-5
60,-9,-4
62,-9,-4
65,-9,-7
65,-9,-9
61,-8,-9
61,-8,-9
62,-8,-10
62,-8,-10
62,-9,-9
63,-8,-8
62,-8,-8
60,-9,-8
60,-9,-7
62,-9,-7
63,-9,-8
62,-9,-8
62,-9,-7
62,-9,-7
62,-9,-7
61,-9,-6
61,-9,-7
62,-9,-8
62,-9,-7
62,-9,-7
63,-9,-7
62,-9,-7
61,-9,-7
61,-9,-7
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-6
62,-9,-7
62,-9,-7
62,-9,-7
62,-10,-7
62,-9,-7
62,-9,-6
62,-9,-6
62,-10,-6
61,-10,-6
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-7
62,-9,-6
62,-10,-6
62,-10,-6
61,-10,-6
62,-10,-6
62,-10,-6
62,-9,-7
61,-9,-7
61,-10,-7
62,-9,-7
62,-10,-6
62,-10,-6
62,-10,-7
61,-10,-6
61,-10,-6
61,-10,-7
62,-10,-6
62,-10,-7
62,-10,-6
62,-10,-6
61,-10,-6
62,-10,-7
62,-10,-7
62,-10,-6
62,-10,-6
62,-10,-7
61,-10,-6
61,-10,-6
61,-10,-7
62,-10,-7
62,-10,-6
62,-10,-6
61,-10,-6
61,-10,-7
61,-10,-7
62,-10,-7
62,-10,-6
62,-10,-6
62,-10,-6
62,-10,-6
62,-10,-7
61,-10,-6
61,-10,-6
60,-10,-7
61,-9,-8
65,-9,-6
63,-9,-6
62,-9,-6
62,-8,-6
62,-8,-5
61,-9,-8
62,-8,-7
63,-8,-6
61,-8,-6
63,-8,-6
61,-7,-3
60,-8,-4
63,-8,-7
63,-8,-7
62,-8,-6
62,-8,-5
63,-7,-5
61,-8,-5
62,-8,-7
62,-8,-6
62,-8,-6
61,-8,-5
62,-7,-5
62,-7,-6
63,-7,-6
62,-7,-6
62,-7,-6
61,-7,-5
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-7
62,-7,-6
62,-7,-6
62,-7,-5
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
63,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-8,-6
62,-8,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-7
62,-7,-6
62,-8,-6
62,-7,-6
62,-7,-6
63,-7,-6
62,-7,-6
62,-8,-6
61,-7,-6
62,-7,-6
62,-7,-6
62,-8,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-8,-6
62,-7,-6
62,-7,-6
62,-8,-7
62,-7,-6
62,-7,-6
62,-7,-6
62,-8,-6
62,-7,-7
62,-7,-7
62,-8,-6
62,-8,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-8,-6
62,-7,-7
62,-7,-7
62,-8,-7
61,-8,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-8,-6
62,-8,-6
62,-7,-6
62,-7,-6
62,-7,-7
62,-7,-6
63,-7,-6
62,-7,-6
62,-7,-6
62,-7,-7
62,-7,-7
61,-8,-7
61,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-6
62,-7,-7
62,-7,-6
62,-7,-6
62,-7,-7
